,symbol,date,close,volume,change,percentChange
3687,CVLT,2016-06-15,45.19,156000.0,-0.21,-0.463
3688,CVLT,2016-06-14,45.29,189800.0,0.16,0.355
3689,CVLT,2016-06-13,45.41,226700.0,-0.73,-1.582
3690,CVLT,2016-06-10,46.19,263600.0,-0.52,-1.113
3691,CVLT,2016-06-09,47.24,251000.0,0.34,0.725
3692,CVLT,2016-06-08,47.25,221700.0,0.6,1.286
3693,CVLT,2016-06-07,46.7,293800.0,0.0,0.0
3694,CVLT,2016-06-06,46.53,201800.0,0.0,0.0
3695,CVLT,2016-06-03,46.5,221800.0,0.02,0.043
3696,CVLT,2016-06-02,46.64,279200.0,0.31,0.669
3697,CVLT,2016-06-01,46.43,497400.0,1.38,3.063
3698,CVLT,2016-05-31,45.28,378200.0,-0.18,-0.396
3699,CVLT,2016-05-27,45.37,503300.0,0.27,0.599
3700,CVLT,2016-05-26,45.0,276800.0,-0.72,-1.575
3701,CVLT,2016-05-25,45.79,248600.0,0.4,0.881
3702,CVLT,2016-05-24,45.19,450900.0,0.93,2.101
3703,CVLT,2016-05-23,44.06,226500.0,-0.27,-0.609
3704,CVLT,2016-05-20,44.28,219400.0,0.62,1.42
3705,CVLT,2016-05-19,43.34,287500.0,-0.48,-1.095
3706,CVLT,2016-05-18,44.05,281600.0,0.5,1.148
3707,CVLT,2016-05-17,43.72,348600.0,-0.26,-0.591
3708,CVLT,2016-05-16,44.24,214300.0,0.41,0.935
3709,CVLT,2016-05-13,43.63,170300.0,-0.28,-0.638
3710,CVLT,2016-05-12,44.03,274800.0,0.23,0.525
3711,CVLT,2016-05-11,43.53,186300.0,-0.27,-0.616
3712,CVLT,2016-05-10,44.06,294100.0,0.8,1.849
3713,CVLT,2016-05-09,43.13,390700.0,0.17,0.396
3714,CVLT,2016-05-06,43.07,363800.0,1.05,2.499
3715,CVLT,2016-05-05,42.4,259800.0,-0.1,-0.235
3716,CVLT,2016-05-04,42.39,683800.0,-0.9,-2.079
3717,CVLT,2016-05-03,42.93,1065300.0,-2.52,-5.545
3718,CVLT,2016-05-02,44.43,633900.0,0.61,1.392
3719,CVLT,2016-04-29,43.77,440100.0,-0.19,-0.432
3720,CVLT,2016-04-28,43.91,245000.0,-0.39,-0.88
3721,CVLT,2016-04-27,44.67,566400.0,-0.03,-0.067
3722,CVLT,2016-04-26,44.43,288200.0,0.18,0.407
3723,CVLT,2016-04-25,44.02,188600.0,0.03,0.068
3724,CVLT,2016-04-22,44.14,285100.0,0.16,0.364
3725,CVLT,2016-04-21,43.92,243600.0,-0.03,-0.068
3726,CVLT,2016-04-20,43.88,283200.0,0.07,0.16
3727,CVLT,2016-04-19,43.61,283500.0,-0.57,-1.29
3728,CVLT,2016-04-18,44.03,487100.0,1.43,3.357
3729,CVLT,2016-04-15,42.74,291900.0,-0.12,-0.28
3730,CVLT,2016-04-14,43.07,509200.0,0.94,2.231
3731,CVLT,2016-04-13,42.31,341900.0,1.04,2.52
3732,CVLT,2016-04-12,41.15,160600.0,0.02,0.049
3733,CVLT,2016-04-11,41.16,170200.0,-0.84,-2.0
3734,CVLT,2016-04-08,41.75,170900.0,0.15,0.361
3735,CVLT,2016-04-07,41.33,327400.0,-0.78,-1.852
3736,CVLT,2016-04-06,42.35,327900.0,0.28,0.666
3737,CVLT,2016-04-05,42.01,237300.0,-0.59,-1.385
3738,CVLT,2016-04-04,42.88,222000.0,-0.75,-1.719
3739,CVLT,2016-04-01,43.55,341200.0,0.79,1.848
3740,CVLT,2016-03-31,43.17,549300.0,0.91,2.153
3741,CVLT,2016-03-30,42.14,723100.0,0.66,1.591
3742,CVLT,2016-03-29,41.1,345000.0,1.1,2.75
3743,CVLT,2016-03-28,40.07,173500.0,-0.01,-0.025
3744,CVLT,2016-03-24,39.99,190200.0,1.12,2.881
3745,CVLT,2016-03-23,39.11,180200.0,-0.91,-2.274
3746,CVLT,2016-03-22,40.05,159800.0,0.28,0.704
3747,CVLT,2016-03-21,40.01,226500.0,-0.41,-1.014
3748,CVLT,2016-03-18,40.58,450500.0,0.93,2.346
3749,CVLT,2016-03-17,39.49,217000.0,0.83,2.147
3750,CVLT,2016-03-16,38.8,165400.0,0.38,0.989
3751,CVLT,2016-03-15,38.51,155800.0,-0.69,-1.76
3752,CVLT,2016-03-14,39.52,251000.0,0.53,1.359
3753,CVLT,2016-03-11,39.2,350400.0,0.81,2.11
3754,CVLT,2016-03-10,38.0,446500.0,-0.22,-0.576
3755,CVLT,2016-03-09,38.15,378100.0,-0.41,-1.063
3756,CVLT,2016-03-08,38.38,339600.0,-0.71,-1.816
3757,CVLT,2016-03-07,39.3,355800.0,0.86,2.237
3758,CVLT,2016-03-04,38.64,424200.0,0.23,0.599
3759,CVLT,2016-03-03,38.36,384800.0,-0.09,-0.234
3760,CVLT,2016-03-02,38.39,495800.0,0.05,0.13
3761,CVLT,2016-03-01,38.49,1110600.0,0.64,1.691
3762,CVLT,2016-02-29,37.47,569000.0,-0.82,-2.142
3763,CVLT,2016-02-26,38.29,580400.0,0.13,0.341
3764,CVLT,2016-02-25,37.69,450100.0,0.29,0.775
3765,CVLT,2016-02-24,37.36,620000.0,1.67,4.679
3766,CVLT,2016-02-23,36.06,482000.0,-0.81,-2.197
3767,CVLT,2016-02-22,37.12,793600.0,-0.29,-0.775
3768,CVLT,2016-02-19,36.97,431900.0,0.66,1.818
3769,CVLT,2016-02-18,36.42,341200.0,-0.64,-1.727
3770,CVLT,2016-02-17,37.06,596100.0,1.07,2.973
3771,CVLT,2016-02-16,35.92,595200.0,0.83,2.365
3772,CVLT,2016-02-12,35.11,445600.0,0.64,1.857
3773,CVLT,2016-02-11,34.15,628400.0,0.12,0.353
3774,CVLT,2016-02-10,34.58,562600.0,-0.58,-1.65
3775,CVLT,2016-02-09,34.91,629500.0,-1.23,-3.403
3776,CVLT,2016-02-08,36.63,645800.0,-1.24,-3.274
3777,CVLT,2016-02-05,38.19,752400.0,-0.35,-0.908
3778,CVLT,2016-02-04,39.0,935800.0,0.78,2.041
3779,CVLT,2016-02-03,38.27,602800.0,0.0,0.0
3780,CVLT,2016-02-02,38.05,900700.0,-0.6,-1.552
3781,CVLT,2016-02-01,39.06,1327800.0,1.95,5.255
3782,IEFA,2021-01-29,68.580002,13328200.0,-0.69,-0.996
3783,IEFA,2021-01-28,70.089996,10386700.0,0.29999,0.43
3784,IEFA,2021-01-27,69.480003,12444300.0,-0.39999,-0.572
3785,IEFA,2021-01-26,71.190002,5448700.0,0.04,0.056
3786,IEFA,2021-01-25,70.989998,14442100.0,0.4,0.567
3787,IEFA,2021-01-22,71.190002,6414500.0,0.28,0.395
3788,IEFA,2021-01-21,71.57,10215600.0,0.05,0.07
3789,IEFA,2021-01-20,71.419998,9075500.0,0.37,0.521
3790,IEFA,2021-01-19,70.919998,8650800.0,-0.08,-0.113
3791,IEFA,2021-01-15,70.379997,8485000.0,-0.25,-0.354
3792,IEFA,2021-01-14,71.519997,20416900.0,0.34,0.478
3793,IEFA,2021-01-13,70.980003,8439400.0,-0.07,-0.099
3794,IEFA,2021-01-12,71.089996,11783400.0,0.28999,0.41
3795,IEFA,2021-01-11,70.75,5801800.0,0.32,0.454
3796,IEFA,2021-01-08,71.75,6950000.0,0.11,0.154
3797,IEFA,2021-01-07,71.129997,6964100.0,0.18999,0.268
3798,IEFA,2021-01-06,71.129997,14787300.0,0.75999,1.08
3799,IEFA,2021-01-05,70.269997,9754500.0,0.57,0.818
3800,IEFA,2021-01-04,69.489998,16828100.0,-0.95,-1.349
3801,IEFA,2020-12-31,69.089996,15952800.0,-0.59,-0.847
3802,IEFA,2020-12-30,69.709999,6934600.0,-0.22,-0.315
3803,IEFA,2020-12-29,69.599998,7561900.0,-0.34,-0.486
3804,IEFA,2020-12-28,69.120003,4675300.0,-0.06,-0.087
3805,IEFA,2020-12-24,68.589996,10223200.0,-0.02,-0.029
3806,IEFA,2020-12-23,68.540001,5761500.0,0.17,0.249
3807,IEFA,2020-12-22,67.779999,5875100.0,0.01,0.015
3808,IEFA,2020-12-21,67.940002,8170300.0,0.84,1.252
3809,IEFA,2020-12-18,68.769997,6164900.0,-0.31,-0.449
3810,IEFA,2020-12-17,69.099998,6413200.0,-0.11,-0.159
3811,IEFA,2020-12-16,68.599998,5773400.0,0.18,0.263
3812,IEFA,2020-12-15,68.370003,4862400.0,0.45,0.663
3813,IEFA,2020-12-14,67.580002,7254400.0,-0.47,-0.691
3814,IEFA,2020-12-11,68.080002,5712700.0,0.16,0.236
3815,IEFA,2020-12-10,68.25,11359600.0,0.42,0.619
3816,IEFA,2020-12-09,68.199997,11811500.0,-0.38,-0.554
3817,IEFA,2020-12-08,68.129997,6550500.0,0.32,0.472
3818,IEFA,2020-12-07,67.919998,6679600.0,-0.06,-0.088
3819,IEFA,2020-12-04,68.5,6971700.0,0.13,0.19
3820,IEFA,2020-12-03,67.980003,6654100.0,-0.07,-0.103
3821,IEFA,2020-12-02,67.769997,6434700.0,0.27,0.4
3822,IEFA,2020-12-01,67.849998,9692900.0,0.43999,0.653
3823,IEFA,2020-11-30,66.239998,13851100.0,-1.23,-1.823
3824,IEFA,2020-11-27,67.690002,2801500.0,0.25,0.371
3825,IEFA,2020-11-25,67.25,7122500.0,0.31,0.463
3826,IEFA,2020-11-24,67.349998,7049300.0,0.37,0.552
3827,IEFA,2020-11-23,66.379997,7995400.0,-0.27,-0.405
3828,IEFA,2020-11-20,66.389999,6229000.0,0.19,0.287
3829,IEFA,2020-11-19,66.18,14716500.0,0.44,0.669
3830,IEFA,2020-11-18,65.699997,7361100.0,-0.48,-0.725
3831,IEFA,2020-11-17,66.080002,5611400.0,0.17,0.258
3832,IEFA,2020-11-16,66.139999,8581200.0,-0.05,-0.076
3833,IEFA,2020-11-13,65.389999,7902300.0,0.57,0.879
3834,IEFA,2020-11-12,64.449997,5643300.0,-0.35001,-0.54
3835,IEFA,2020-11-11,65.360001,6174400.0,0.07,0.107
3836,IEFA,2020-11-10,64.879997,8644600.0,0.05,0.077
3837,IEFA,2020-11-09,64.379997,11153000.0,-1.21,-1.845
3838,IEFA,2020-11-06,62.59,6625100.0,-0.07,-0.112
3839,IEFA,2020-11-05,62.41,8539400.0,0.09,0.144
3840,IEFA,2020-11-04,60.93,13430000.0,0.38,0.628
3841,IEFA,2020-11-03,60.330002,8429600.0,0.38,0.634
3842,IEFA,2020-11-02,58.810001,9159200.0,0.05,0.085
3843,IEFA,2020-10-30,58.16,19916400.0,0.0,0.0
3844,IEFA,2020-10-29,58.360001,8893200.0,0.17,0.292
3845,IEFA,2020-10-28,58.130001,19367100.0,-0.43,-0.734
3846,IEFA,2020-10-27,59.880001,10003800.0,-0.35,-0.581
3847,IEFA,2020-10-26,60.330002,7801500.0,-0.37,-0.61
3848,IEFA,2020-10-23,61.470001,4617500.0,0.01,0.016
3849,IEFA,2020-10-22,61.110001,6694500.0,0.07,0.115
3850,IEFA,2020-10-21,61.060001,5403200.0,-0.23,-0.375
3851,IEFA,2020-10-20,61.330002,8429300.0,-0.1,-0.163
3852,IEFA,2020-10-19,61.060001,7200000.0,-0.53,-0.861
3853,IEFA,2020-10-16,61.279999,6973900.0,0.08,0.131
3854,IEFA,2020-10-15,60.98,7804300.0,0.42,0.694
3855,IEFA,2020-10-14,61.740002,5536300.0,-0.29,-0.468
3856,IEFA,2020-10-13,61.84,5312500.0,-0.17,-0.274
3857,IEFA,2020-10-12,62.509998,4389000.0,0.2,0.321
3858,IEFA,2020-10-09,62.18,8680300.0,0.12,0.193
3859,IEFA,2020-10-08,61.759998,5756800.0,0.1,0.162
3860,IEFA,2020-10-07,61.32,15321400.0,0.01,0.016
3861,IEFA,2020-10-06,60.869999,7093500.0,-0.65,-1.057
3862,IEFA,2020-10-05,61.5,4264300.0,0.46,0.754
3863,IEFA,2020-10-02,60.580002,7649400.0,0.67,1.118
3864,IEFA,2020-10-01,60.66,10322400.0,0.08,0.132
3865,IEFA,2020-09-30,60.279999,12754000.0,-0.06,-0.099
3866,IEFA,2020-09-29,60.529999,7728000.0,-0.09,-0.148
3867,IEFA,2020-09-28,60.630001,8784600.0,0.15,0.248
3868,IEFA,2020-09-25,59.689999,11790100.0,0.66,1.118
3869,IEFA,2020-09-24,59.459999,8324300.0,0.07,0.118
3870,IEFA,2020-09-23,59.52,8202400.0,-0.85,-1.408
3871,IEFA,2020-09-22,60.060001,7569200.0,-0.04,-0.067
3872,IEFA,2020-09-21,60.09,10175200.0,0.07,0.117
3873,IEFA,2020-09-18,61.639999,5530900.0,-0.32,-0.516
3874,IEFA,2020-09-17,62.110001,7393800.0,0.5,0.812
3875,IEFA,2020-09-16,61.990002,5403200.0,-0.16,-0.257
3876,IEFA,2020-09-15,61.93,5664200.0,-0.27,-0.434
3877,IEFA,2020-09-14,61.52,3928600.0,-0.25,-0.405
3878,IEFA,2020-09-11,61.200001,7950800.0,-0.12,-0.196
3879,IEFA,2020-09-10,60.560001,10986000.0,-1.04,-1.688
3880,IEFA,2020-09-09,61.259998,6465800.0,0.1,0.164
3881,IEFA,2020-09-08,60.189999,9527100.0,0.03,0.05
3882,IEFA,2020-09-04,60.959999,11807800.0,-0.14,-0.229
3883,IEFA,2020-09-03,60.82,12467200.0,-1.23,-1.982
3884,IEFA,2020-09-02,62.279999,8779600.0,0.37,0.598
3885,IEFA,2020-09-01,61.470001,4998300.0,0.04,0.065
3886,IEFA,2020-08-31,61.43,7495700.0,-0.28,-0.454
3887,IEFA,2020-08-28,61.84,5802700.0,0.14,0.227
3888,IEFA,2020-08-27,61.360001,5439200.0,-0.69,-1.112
3889,IEFA,2020-08-26,62.02,5563100.0,0.41,0.665
3890,IEFA,2020-08-25,61.580002,7420400.0,-0.3,-0.485
3891,IEFA,2020-08-24,61.59,4302500.0,-0.05,-0.081
3892,IEFA,2020-08-21,60.77,4572200.0,0.36,0.596
3893,IEFA,2020-08-20,61.099998,5666000.0,0.45,0.742
3894,IEFA,2020-08-19,61.240002,6441500.0,-0.56,-0.906
3895,IEFA,2020-08-18,61.549999,6147300.0,-0.22,-0.356
3896,IEFA,2020-08-17,61.5,6196000.0,0.17,0.277
3897,IEFA,2020-08-14,61.02,7309200.0,0.05,0.082
3898,IEFA,2020-08-13,61.41,7780600.0,-0.22,-0.357
3899,IEFA,2020-08-12,61.720001,35837800.0,0.18,0.292
3900,IEFA,2020-08-11,60.439999,7887900.0,-0.76,-1.242
3901,IEFA,2020-08-10,60.18,5782500.0,0.14,0.233
3902,IEFA,2020-08-07,59.98,6552800.0,0.31,0.52
3903,IEFA,2020-08-06,60.220001,6883000.0,0.28,0.467
3904,IEFA,2020-08-05,60.130001,5866600.0,-0.19,-0.315
3905,IEFA,2020-08-04,59.860001,6012900.0,0.62,1.047
3906,IEFA,2020-08-03,59.529999,6887000.0,0.59,1.001
3907,IEFA,2020-07-31,58.360001,16531000.0,-0.92,-1.552
3908,IEFA,2020-07-30,59.669998,6902300.0,0.61,1.033
3909,IEFA,2020-07-29,60.459999,6990600.0,0.34,0.566
3910,IEFA,2020-07-28,59.919998,5670900.0,-0.03,-0.05
3911,IEFA,2020-07-27,60.220001,4236300.0,0.18,0.3
3912,IEFA,2020-07-24,59.459999,6294600.0,0.03,0.05
3913,IEFA,2020-07-23,59.759998,6433300.0,-0.38,-0.632
3914,IEFA,2020-07-22,60.240002,5354600.0,0.12,0.2
3915,IEFA,2020-07-21,60.119999,4851000.0,-0.14,-0.232
3916,IEFA,2020-07-20,59.900002,3685500.0,0.24,0.402
3917,IEFA,2020-07-17,59.599998,4246700.0,0.18,0.303
3918,IEFA,2020-07-16,59.299999,5960800.0,-0.03,-0.051
3919,IEFA,2020-07-15,59.630001,6403200.0,-0.23,-0.384
3920,IEFA,2020-07-14,58.939999,7810400.0,0.7,1.202
3921,IEFA,2020-07-13,58.16,10310400.0,-0.67,-1.139
3922,IEFA,2020-07-10,58.52,6644600.0,0.3,0.515
3923,IEFA,2020-07-09,57.919998,6327200.0,-0.61,-1.042
3924,IEFA,2020-07-08,58.650002,7487200.0,0.51,0.877
3925,IEFA,2020-07-07,58.169998,5041800.0,-0.27,-0.462
3926,IEFA,2020-07-06,59.02,9670600.0,0.1,0.17
3927,IEFA,2020-07-02,58.07,7502000.0,-0.14,-0.241
3928,IEFA,2020-07-01,57.43,11378700.0,0.31,0.543
3929,IEFA,2020-06-30,57.16,19499800.0,0.27,0.475
3930,IEFA,2020-06-29,57.369999,11484700.0,0.24,0.42
3931,IEFA,2020-06-26,56.849998,13034800.0,-0.7,-1.216
3932,IEFA,2020-06-25,57.720001,10874000.0,0.79,1.388
3933,IEFA,2020-06-24,56.950001,10725300.0,-0.77,-1.334
3934,IEFA,2020-06-23,58.41,7128300.0,-0.31,-0.528
3935,IEFA,2020-06-22,58.119999,6545500.0,0.36,0.623
3936,IEFA,2020-06-19,57.369999,9518300.0,-0.85,-1.46
3937,IEFA,2020-06-18,57.66,7507600.0,0.07,0.122
3938,IEFA,2020-06-17,57.970001,8295500.0,-0.24,-0.412
3939,IEFA,2020-06-16,57.77,12166000.0,-0.4,-0.688
3940,IEFA,2020-06-15,57.049999,11342700.0,1.31,2.35
3941,IEFA,2020-06-12,57.509998,12247800.0,-0.48,-0.828
3942,IEFA,2020-06-11,56.450001,39550400.0,-1.68,-2.89
3943,IEFA,2020-06-10,59.720001,11347900.0,-0.4,-0.665
3944,IEFA,2020-06-09,59.900002,8922500.0,0.26,0.436
3945,IEFA,2020-06-08,60.75,25405100.0,0.45,0.746
3946,IEFA,2020-06-05,59.959999,24426600.0,-0.18,-0.299
3947,IEFA,2020-06-04,58.950001,37681700.0,0.09,0.153
3948,IEFA,2020-06-03,59.23,12121300.0,0.63,1.075
3949,IEFA,2020-06-02,57.91,10834000.0,0.24,0.416
3950,IEFA,2020-06-01,57.330002,9767300.0,0.8,1.415
3951,IEFA,2020-05-29,56.029999,20448100.0,-0.08,-0.143
3952,IEFA,2020-05-28,56.220001,15359100.0,-0.16,-0.284
3953,IEFA,2020-05-27,55.700001,12110700.0,-0.05,-0.09
3954,IEFA,2020-05-26,55.040001,10846900.0,-0.11,-0.199
3955,IEFA,2020-05-22,53.529999,8767900.0,0.15,0.281
3956,IEFA,2020-05-21,53.630001,10206700.0,-0.41,-0.759
3957,IEFA,2020-05-20,54.209999,13304700.0,0.09,0.166
3958,IEFA,2020-05-19,53.139999,13887800.0,-0.32,-0.599
3959,IEFA,2020-05-18,53.810001,12390100.0,0.79,1.49
3960,IEFA,2020-05-15,51.720001,12473700.0,0.14,0.271
3961,IEFA,2020-05-14,51.639999,18726800.0,0.66,1.295
3962,IEFA,2020-05-13,52.169998,19661400.0,-0.72,-1.361
3963,IEFA,2020-05-12,52.57,18373500.0,-0.82,-1.536
3964,IEFA,2020-05-11,53.279999,16942600.0,0.25,0.471
3965,IEFA,2020-05-08,53.27,6580700.0,0.17,0.32
3966,IEFA,2020-05-07,52.450001,8346800.0,0.11,0.21
3967,IEFA,2020-05-06,51.57,9517900.0,-0.73,-1.396
3968,IEFA,2020-05-05,51.93,12191000.0,-0.25,-0.479
3969,IEFA,2020-05-04,51.84,15158600.0,0.37,0.719
3970,IEFA,2020-05-01,51.849998,14884900.0,-0.31,-0.594
3971,IEFA,2020-04-30,53.029999,20692000.0,-0.26,-0.488
3972,IEFA,2020-04-29,54.02,11024800.0,0.22,0.409
3973,IEFA,2020-04-28,52.709999,15360900.0,-0.62,-1.163
3974,IEFA,2020-04-27,52.259998,11891200.0,0.29,0.558
3975,IEFA,2020-04-24,51.619999,11072400.0,0.22,0.428
3976,IEFA,2020-04-23,50.98,13653400.0,-0.34,-0.663
3977,IEFA,2020-04-22,51.099998,11835900.0,-0.08,-0.156
3978,IEFA,2020-04-21,50.220001,17809100.0,-0.34,-0.672
3979,IEFA,2020-04-20,51.240002,17039000.0,-0.21,-0.408
3980,IEFA,2020-04-17,51.990002,11692600.0,0.17,0.328
3981,IEFA,2020-04-16,50.650002,19082400.0,-0.14,-0.276
3982,IEFA,2020-04-15,50.650002,11880300.0,-0.07,-0.138
3983,IEFA,2020-04-14,52.310001,19156100.0,0.16,0.307
3984,IEFA,2020-04-13,51.380001,22605800.0,-0.26,-0.503
3985,IEFA,2020-04-09,51.830002,54618600.0,0.32,0.621
3986,IEFA,2020-04-08,50.720001,15406500.0,0.24,0.475
3987,IEFA,2020-04-07,50.200001,16255400.0,-1.44,-2.789
3988,IEFA,2020-04-06,49.959999,18767400.0,0.89,1.814
3989,IEFA,2020-04-03,47.43,20864800.0,-0.29,-0.608
3990,IEFA,2020-04-02,48.5,17846400.0,0.81,1.698
3991,IEFA,2020-04-01,47.59,20830100.0,-0.54,-1.122
3992,IEFA,2020-03-31,49.889999,25612200.0,0.44,0.89
3993,IEFA,2020-03-30,50.25,21051700.0,0.84,1.7
3994,IEFA,2020-03-27,49.220001,23533800.0,0.4,0.819
3995,IEFA,2020-03-26,50.720001,28234500.0,1.92,3.934
3996,IEFA,2020-03-25,48.669998,28896100.0,1.07,2.248
3997,IEFA,2020-03-24,46.959999,26565800.0,0.41,0.881
3998,IEFA,2020-03-23,43.310001,31309400.0,-0.63,-1.434
3999,IEFA,2020-03-20,43.740002,40688300.0,-1.76,-3.868
4000,IEFA,2020-03-19,44.16,43621900.0,0.72,1.657
4001,IEFA,2020-03-18,43.529999,42503100.0,0.02,0.046
4002,IEFA,2020-03-17,46.299999,37041900.0,1.57,3.51
4003,IEFA,2020-03-16,44.259998,40519400.0,1.86,4.387
4004,IEFA,2020-03-13,49.400002,36502800.0,-0.1,-0.202
4005,IEFA,2020-03-12,46.740002,35592000.0,-1.53,-3.17
4006,IEFA,2020-03-11,52.43,27232200.0,-1.38,-2.565
4007,IEFA,2020-03-10,55.330002,43662900.0,-0.29,-0.521
4008,IEFA,2020-03-09,53.290001,35736400.0,-0.5,-0.93
4009,IEFA,2020-03-06,57.91,21455700.0,0.21,0.364
4010,IEFA,2020-03-05,58.740002,11663700.0,-0.22,-0.373
4011,IEFA,2020-03-04,60.41,11887900.0,0.65,1.088
4012,IEFA,2020-03-03,58.740002,26453500.0,-0.99,-1.657
4013,IEFA,2020-03-02,59.189999,20199400.0,0.83,1.422
4014,IEFA,2020-02-28,58.439999,38718300.0,1.02,1.776
4015,IEFA,2020-02-27,58.720001,23710800.0,-0.93,-1.559
4016,IEFA,2020-02-26,60.619999,17473400.0,-0.37,-0.607
4017,IEFA,2020-02-25,60.540001,18848500.0,-1.27,-2.055
4018,IEFA,2020-02-24,61.529999,12081200.0,0.02,0.033
4019,IEFA,2020-02-21,64.099998,6943800.0,-0.07,-0.109
4020,IEFA,2020-02-20,64.410004,7432200.0,-0.14,-0.217
4021,IEFA,2020-02-19,64.82,5191600.0,0.05,0.077
4022,IEFA,2020-02-18,64.540001,7102500.0,0.04,0.062
4023,IEFA,2020-02-14,64.980003,6044700.0,-0.14999,-0.23
4024,IEFA,2020-02-13,65.080002,5662300.0,0.08,0.123
